index,PCE,quantity DS HTL,ratio P3HT:PCBM,P3HT,PCBM,temperature,dew point,hummidity,time,Set,PCE_pred
141,0.354058686,0.5,1.11,1.0,0.9,15.0,12.22,82,146,Training,0.3600368330000001
142,0.919770884,0.5,1.25,1.0,0.8,15.0,12.22,82,146,Training,0.9180161023499999
143,0.353683633,0.5,1.2,1.2,1.0,12.78,6.11,63,153,Training,0.3560079318499999
144,0.586818948,0.5,1.0,1.0,1.0,12.78,6.11,63,153,Training,0.5917885409000002
145,0.356698391,0.5,1.2,1.2,1.0,17.22,12.78,77,160,Training,0.35619796080000005
146,0.385475764,0.5,1.1,1.1,1.0,17.22,12.78,77,160,Training,0.41523234342500004
148,0.328186539,0.5,1.11,1.0,0.9,17.22,12.78,77,160,Training,0.33994779560000016
150,0.370432077,0.5,1.2,1.2,1.0,18.89,10.0,56,174,Training,0.3646987437000001
151,0.439298807,0.5,1.1,1.1,1.0,18.89,10.0,56,174,Training,0.4186655399250001
152,0.560664302,0.5,1.0,1.0,1.0,18.89,10.0,56,174,Training,0.5199110059499997
153,0.344411681,0.5,1.11,1.0,0.9,18.89,10.0,56,174,Training,0.3460912467250002
154,0.854300392,0.5,1.25,1.0,0.8,18.89,10.0,56,174,Training,0.8241334585499999
155,0.364228311,0.5,1.2,1.2,1.0,15.0,13.89,94,181,Training,0.35702365825000004
157,0.460062653,0.5,1.0,1.0,1.0,15.0,13.89,94,181,Training,0.4867871537999999
159,0.766864312,0.5,1.25,1.0,0.8,15.0,13.89,94,181,Training,0.8110180465499998
160,0.389181708,0.5,1.1,1.1,1.0,22.78,12.22,50,188,Training,0.4092906603250001
161,0.493845342,0.5,1.0,1.0,1.0,22.78,12.22,50,188,Training,0.4796266107
162,0.29017084,0.5,1.11,1.0,0.9,22.78,12.22,50,188,Training,0.3136117254500001
163,0.703070694,0.5,1.25,1.0,0.8,22.78,12.22,50,188,Training,0.7686044449000001
164,0.452497191,0.5,1.0,1.0,1.0,22.78,18.89,78,195,Training,0.4724787053000001
165,0.3175822,0.5,1.11,1.0,0.9,22.78,18.89,78,195,Training,0.3141183086000001
166,0.326595166,0.5,1.2,1.2,1.0,22.78,6.11,33,202,Training,0.3258386970000001
